"Region","Item","Variable","Scenario","Model","Year","value"
"South/Southeast Asia","Rice","Attainable yield","Attainable yield (linear)","AY_av",1990,4.3284578824284
"South/Southeast Asia","Rice","Attainable yield","Attainable yield (linear)","AY_av",2010,4.97867251228943
"South/Southeast Asia","Rice","Attainable yield","Attainable yield (linear)","AY_av",2020,5.30377982721995
"South/Southeast Asia","Rice","Attainable yield","Attainable yield (linear)","AY_av",2030,5.62888714215046
"South/Southeast Asia","Rice","Attainable yield","Attainable yield (linear)","AY_av",2040,5.95399445708097
"South/Southeast Asia","Rice","Attainable yield","Attainable yield (linear)","AY_av",2050,6.27910177201149
"South/Southeast Asia","Wheat","Attainable yield","Attainable yield (linear)","AY_av",1990,4.03090408206118
"South/Southeast Asia","Wheat","Attainable yield","Attainable yield (linear)","AY_av",2010,4.38141748050129
"South/Southeast Asia","Wheat","Attainable yield","Attainable yield (linear)","AY_av",2020,4.55667417972135
"South/Southeast Asia","Wheat","Attainable yield","Attainable yield (linear)","AY_av",2030,4.7319308789414
"South/Southeast Asia","Wheat","Attainable yield","Attainable yield (linear)","AY_av",2040,4.90718757816146
"South/Southeast Asia","Wheat","Attainable yield","Attainable yield (linear)","AY_av",2050,5.08244427738151
"South/Southeast Asia","All cereals","Attainable yield","Attainable yield (plateau)","AY_av",1990,3.60978152992526
"South/Southeast Asia","Coarse grains","Attainable yield","Attainable yield (plateau)","AY_av",1990,2.74579623866006
"South/Southeast Asia","Rice","Attainable yield","Attainable yield (plateau)","AY_av",1990,4.3284578824284
"South/Southeast Asia","Wheat","Attainable yield","Attainable yield (plateau)","AY_av",1990,4.03090408206118
"South/Southeast Asia","All cereals","Attainable yield","Attainable yield (plateau)","AY_av",2010,4.17453567284246
"South/Southeast Asia","Coarse grains","Attainable yield","Attainable yield (plateau)","AY_av",2010,3.81360588702785
"South/Southeast Asia","Rice","Attainable yield","Attainable yield (plateau)","AY_av",2010,4.97867251228943
"South/Southeast Asia","Wheat","Attainable yield","Attainable yield (plateau)","AY_av",2010,4.38141748050129
"South/Southeast Asia","All cereals","Attainable yield","Attainable yield (plateau)","AY_av",2020,4.38631847643641
"South/Southeast Asia","Coarse grains","Attainable yield","Attainable yield (plateau)","AY_av",2020,4.21403450516578
"South/Southeast Asia","Rice","Attainable yield","Attainable yield (plateau)","AY_av",2020,5.22250299848731
"South/Southeast Asia","Wheat","Attainable yield","Attainable yield (plateau)","AY_av",2020,4.51286000491634
"South/Southeast Asia","All cereals","Attainable yield","Attainable yield (plateau)","AY_av",2030,4.52750701216571
"South/Southeast Asia","Coarse grains","Attainable yield","Attainable yield (plateau)","AY_av",2030,4.48098691725773
"South/Southeast Asia","Rice","Attainable yield","Attainable yield (plateau)","AY_av",2030,5.38505665595257
"South/Southeast Asia","Wheat","Attainable yield","Attainable yield (plateau)","AY_av",2030,4.60048835452636
"South/Southeast Asia","All cereals","Attainable yield","Attainable yield (plateau)","AY_av",2040,4.59810128003036
"South/Southeast Asia","Coarse grains","Attainable yield","Attainable yield (plateau)","AY_av",2040,4.6144631233037
"South/Southeast Asia","Rice","Attainable yield","Attainable yield (plateau)","AY_av",2040,5.4663334846852
"South/Southeast Asia","Wheat","Attainable yield","Attainable yield (plateau)","AY_av",2040,4.64430252933138
"South/Southeast Asia","All cereals","Attainable yield","Attainable yield (plateau)","AY_av",2050,4.59810128003036
"South/Southeast Asia","Coarse grains","Attainable yield","Attainable yield (plateau)","AY_av",2050,4.6144631233037
"South/Southeast Asia","Rice","Attainable yield","Attainable yield (plateau)","AY_av",2050,5.4663334846852
"South/Southeast Asia","Wheat","Attainable yield","Attainable yield (plateau)","AY_av",2050,4.64430252933138
"South/Southeast Asia","All cereals","Attainable yield (linear)","Mueller et al.","Mueller et al.",2000,3.77838668959558
"South/Southeast Asia","Coarse grains","Attainable yield (linear)","Mueller et al.","Mueller et al.",2000,2.31227240765948
"South/Southeast Asia","Rice","Attainable yield (linear)","Mueller et al.","Mueller et al.",2000,4.64506342549495
"South/Southeast Asia","Wheat","Attainable yield (linear)","Mueller et al.","Mueller et al.",2000,4.27852811889882
"South/Southeast Asia","All cereals","Attainable yield (linear)","GYGA","GYGA",2005,4.52136419204251
"South/Southeast Asia","Coarse grains","Attainable yield (linear)","GYGA","GYGA",2005,4.12194953064232
"South/Southeast Asia","Rice","Attainable yield (linear)","GYGA","GYGA",2005,5.19613412387839
"South/Southeast Asia","Wheat","Attainable yield (linear)","GYGA","GYGA",2005,5.05901409025518
"South/Southeast Asia","All cereals","Attainable yield (linear)","Fischer et al.","Fischer et al.",1990,3.27853175995287
"South/Southeast Asia","All cereals","Attainable yield (linear)","Fischer et al.","Fischer et al.",2010,3.79146152558257
"South/Southeast Asia","Coarse grains","Attainable yield (linear)","Fischer et al.","Fischer et al.",1990,3.11034601337637
"South/Southeast Asia","Rice","Attainable yield (linear)","Fischer et al.","Fischer et al.",1990,3.99482926392441
"South/Southeast Asia","Wheat","Attainable yield (linear)","Fischer et al.","Fischer et al.",1990,3.24317759852991
"South/Southeast Asia","Coarse grains","Attainable yield (linear)","Fischer et al.","Fischer et al.",2010,4.31992501857828
"South/Southeast Asia","Rice","Attainable yield (linear)","Fischer et al.","Fischer et al.",2010,4.5949266893251
"South/Southeast Asia","Wheat","Attainable yield (linear)","Fischer et al.","Fischer et al.",2010,3.52519304188035
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","AIM/CGE",2010,1.57540060425441
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","GCAM",2010,1.57540060425441
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","GLOBIOM",2010,1.57540060425441
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","IMAGE",2010,1.57540060425441
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","IMPACT",2010,1.57540060425441
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","MAgPIE",2010,1.57540060425441
"South/Southeast Asia","Rice","Yield","SSP1_m","AIM/CGE",2010,3.31793600854979
"South/Southeast Asia","Rice","Yield","SSP1_m","GCAM",2010,3.31793600854979
"South/Southeast Asia","Rice","Yield","SSP1_m","GLOBIOM",2010,3.31793600854979
"South/Southeast Asia","Rice","Yield","SSP1_m","IMAGE",2010,3.31793600854979
"South/Southeast Asia","Rice","Yield","SSP1_m","IMPACT",2010,3.31793600854979
"South/Southeast Asia","Rice","Yield","SSP1_m","MAgPIE",2010,3.31793600854979
"South/Southeast Asia","Wheat","Yield","SSP1_m","AIM/CGE",2010,2.88401903666667
"South/Southeast Asia","Wheat","Yield","SSP1_m","GCAM",2010,2.88401903666667
"South/Southeast Asia","Wheat","Yield","SSP1_m","GLOBIOM",2010,2.88401903666667
"South/Southeast Asia","Wheat","Yield","SSP1_m","IMAGE",2010,2.88401903666667
"South/Southeast Asia","Wheat","Yield","SSP1_m","IMPACT",2010,2.88401903666667
"South/Southeast Asia","Wheat","Yield","SSP1_m","MAgPIE",2010,2.88401903666667
"South/Southeast Asia","All cereals","Yield","SSP1_m","AIM/CGE",2010,2.65853994699134
"South/Southeast Asia","All cereals","Yield","SSP1_m","GCAM",2010,2.65853994699134
"South/Southeast Asia","All cereals","Yield","SSP1_m","GLOBIOM",2010,2.65853994699134
"South/Southeast Asia","All cereals","Yield","SSP1_m","IMAGE",2010,2.65853994699134
"South/Southeast Asia","All cereals","Yield","SSP1_m","IMPACT",2010,2.65853994699134
"South/Southeast Asia","All cereals","Yield","SSP1_m","MAgPIE",2010,2.65853994699134
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","AIM/CGE",2020,1.93114791060827
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","GCAM",2020,1.86286408321337
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","GLOBIOM",2020,1.89025502301299
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","IMAGE",2020,1.91258849185139
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","IMPACT",2020,1.85954350301407
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","MAgPIE",2020,1.87211482195658
"South/Southeast Asia","Rice","Yield","SSP1_m","AIM/CGE",2020,3.82338969822574
"South/Southeast Asia","Rice","Yield","SSP1_m","GCAM",2020,3.85482436837143
"South/Southeast Asia","Rice","Yield","SSP1_m","GLOBIOM",2020,3.98299907837587
"South/Southeast Asia","Rice","Yield","SSP1_m","IMAGE",2020,4.13588441220205
"South/Southeast Asia","Rice","Yield","SSP1_m","IMPACT",2020,3.7482751229273
"South/Southeast Asia","Rice","Yield","SSP1_m","MAgPIE",2020,4.05604308553365
"South/Southeast Asia","Wheat","Yield","SSP1_m","AIM/CGE",2020,3.26422073667549
"South/Southeast Asia","Wheat","Yield","SSP1_m","GCAM",2020,3.56779606542347
"South/Southeast Asia","Wheat","Yield","SSP1_m","GLOBIOM",2020,3.6091483122982
"South/Southeast Asia","Wheat","Yield","SSP1_m","IMAGE",2020,3.87058047652671
"South/Southeast Asia","Wheat","Yield","SSP1_m","IMPACT",2020,3.60036310760329
"South/Southeast Asia","Wheat","Yield","SSP1_m","MAgPIE",2020,3.58259227194415
"South/Southeast Asia","All cereals","Yield","SSP1_m","AIM/CGE",2020,3.08513958991201
"South/Southeast Asia","All cereals","Yield","SSP1_m","GCAM",2020,3.22148196572155
"South/Southeast Asia","All cereals","Yield","SSP1_m","GLOBIOM",2020,3.20013211144269
"South/Southeast Asia","All cereals","Yield","SSP1_m","IMAGE",2020,3.40080477905909
"South/Southeast Asia","All cereals","Yield","SSP1_m","IMPACT",2020,3.14511154636527
"South/Southeast Asia","All cereals","Yield","SSP1_m","MAgPIE",2020,3.12230018864373
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","AIM/CGE",2030,2.29334942432288
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","GCAM",2030,2.17954618565615
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","GLOBIOM",2030,2.23670773469358
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","IMAGE",2030,2.17583826239797
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","IMPACT",2030,2.21346748761347
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","MAgPIE",2030,2.2428368988372
"South/Southeast Asia","Rice","Yield","SSP1_m","AIM/CGE",2030,4.41027612895633
"South/Southeast Asia","Rice","Yield","SSP1_m","GCAM",2030,4.38917265463165
"South/Southeast Asia","Rice","Yield","SSP1_m","GLOBIOM",2030,4.66927775237115
"South/Southeast Asia","Rice","Yield","SSP1_m","IMAGE",2030,4.8104458994782
"South/Southeast Asia","Rice","Yield","SSP1_m","IMPACT",2030,4.23754307401912
"South/Southeast Asia","Rice","Yield","SSP1_m","MAgPIE",2030,5.33702710793704
"South/Southeast Asia","Wheat","Yield","SSP1_m","AIM/CGE",2030,3.73406617895118
"South/Southeast Asia","Wheat","Yield","SSP1_m","GCAM",2030,4.35220601059563
"South/Southeast Asia","Wheat","Yield","SSP1_m","GLOBIOM",2030,4.10016217716245
"South/Southeast Asia","Wheat","Yield","SSP1_m","IMAGE",2030,4.6540041181419
"South/Southeast Asia","Wheat","Yield","SSP1_m","IMPACT",2030,4.64187616898318
"South/Southeast Asia","Wheat","Yield","SSP1_m","MAgPIE",2030,3.88710722024713
"South/Southeast Asia","All cereals","Yield","SSP1_m","AIM/CGE",2030,3.56861286224688
"South/Southeast Asia","All cereals","Yield","SSP1_m","GCAM",2030,3.78007168566391
"South/Southeast Asia","All cereals","Yield","SSP1_m","GLOBIOM",2030,3.6607691344939
"South/Southeast Asia","All cereals","Yield","SSP1_m","IMAGE",2030,3.97554816634473
"South/Southeast Asia","All cereals","Yield","SSP1_m","IMPACT",2030,3.79481424362623
"South/Southeast Asia","All cereals","Yield","SSP1_m","MAgPIE",2030,3.54114454502458
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","AIM/CGE",2040,2.68554412627434
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","GCAM",2040,2.59501620705
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","GLOBIOM",2040,2.55833321622117
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","IMAGE",2040,2.30511687783458
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","IMPACT",2040,2.45434251190447
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","MAgPIE",2040,2.90843181851296
"South/Southeast Asia","Rice","Yield","SSP1_m","AIM/CGE",2040,5.07307454399266
"South/Southeast Asia","Rice","Yield","SSP1_m","GCAM",2040,4.61846784961745
"South/Southeast Asia","Rice","Yield","SSP1_m","GLOBIOM",2040,5.27899576784277
"South/Southeast Asia","Rice","Yield","SSP1_m","IMAGE",2040,4.95965635257259
"South/Southeast Asia","Rice","Yield","SSP1_m","IMPACT",2040,4.27232355437586
"South/Southeast Asia","Rice","Yield","SSP1_m","MAgPIE",2040,6.21293605062149
"South/Southeast Asia","Wheat","Yield","SSP1_m","AIM/CGE",2040,4.19176551220141
"South/Southeast Asia","Wheat","Yield","SSP1_m","GCAM",2040,4.78245363121632
"South/Southeast Asia","Wheat","Yield","SSP1_m","GLOBIOM",2040,4.41833916159448
"South/Southeast Asia","Wheat","Yield","SSP1_m","IMAGE",2040,5.08727367522818
"South/Southeast Asia","Wheat","Yield","SSP1_m","IMPACT",2040,5.37667646692348
"South/Southeast Asia","Wheat","Yield","SSP1_m","MAgPIE",2040,5.05694822082678
"South/Southeast Asia","All cereals","Yield","SSP1_m","AIM/CGE",2040,4.08882434500191
"South/Southeast Asia","All cereals","Yield","SSP1_m","GCAM",2040,4.09192684884362
"South/Southeast Asia","All cereals","Yield","SSP1_m","GLOBIOM",2040,4.05594151031493
"South/Southeast Asia","All cereals","Yield","SSP1_m","IMAGE",2040,4.20374396541421
"South/Southeast Asia","All cereals","Yield","SSP1_m","IMPACT",2040,4.16629055916036
"South/Southeast Asia","All cereals","Yield","SSP1_m","MAgPIE",2040,4.36013016372925
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","AIM/CGE",2050,3.13637861212603
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","GCAM",2050,3.06881411528847
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","GLOBIOM",2050,2.78629232944423
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","IMAGE",2050,2.44220422541616
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","IMPACT",2050,2.68983963773973
"South/Southeast Asia","Coarse grains","Yield","SSP1_m","MAgPIE",2050,3.57216102199702
"South/Southeast Asia","Rice","Yield","SSP1_m","AIM/CGE",2050,5.62323733873086
"South/Southeast Asia","Rice","Yield","SSP1_m","GCAM",2050,4.84136364132391
"South/Southeast Asia","Rice","Yield","SSP1_m","GLOBIOM",2050,5.71345444452527
"South/Southeast Asia","Rice","Yield","SSP1_m","IMAGE",2050,5.09759155796716
"South/Southeast Asia","Rice","Yield","SSP1_m","IMPACT",2050,4.19779657155236
"South/Southeast Asia","Rice","Yield","SSP1_m","MAgPIE",2050,7.38485865591148
"South/Southeast Asia","Wheat","Yield","SSP1_m","AIM/CGE",2050,4.44899382495137
"South/Southeast Asia","Wheat","Yield","SSP1_m","GCAM",2050,5.2279152439664
"South/Southeast Asia","Wheat","Yield","SSP1_m","GLOBIOM",2050,4.60374599696723
"South/Southeast Asia","Wheat","Yield","SSP1_m","IMAGE",2050,5.50362965459345
"South/Southeast Asia","Wheat","Yield","SSP1_m","IMPACT",2050,6.0469026199265
"South/Southeast Asia","Wheat","Yield","SSP1_m","MAgPIE",2050,5.55098733204285
"South/Southeast Asia","All cereals","Yield","SSP1_m","AIM/CGE",2050,4.53465438124487
"South/Southeast Asia","All cereals","Yield","SSP1_m","GCAM",2050,4.43062774006868
"South/Southeast Asia","All cereals","Yield","SSP1_m","GLOBIOM",2050,4.32598795911216
"South/Southeast Asia","All cereals","Yield","SSP1_m","IMAGE",2050,4.42723038355839
"South/Southeast Asia","All cereals","Yield","SSP1_m","IMPACT",2050,4.50343210142901
"South/Southeast Asia","All cereals","Yield","SSP1_m","MAgPIE",2050,5.18770649815159
"South/Southeast Asia","Coarse grains","Yield","SSP2","AIM/CGE",2010,1.57540060425441
"South/Southeast Asia","Coarse grains","Yield","SSP2","GCAM",2010,1.57540060425441
"South/Southeast Asia","Coarse grains","Yield","SSP2","GLOBIOM",2010,1.57540060425441
"South/Southeast Asia","Coarse grains","Yield","SSP2","IMAGE",2010,1.57540060425441
"South/Southeast Asia","Coarse grains","Yield","SSP2","IMPACT",2010,1.57540060425441
"South/Southeast Asia","Coarse grains","Yield","SSP2","MAgPIE",2010,1.57540060425441
"South/Southeast Asia","Rice","Yield","SSP2","AIM/CGE",2010,3.31793600854979
"South/Southeast Asia","Rice","Yield","SSP2","GCAM",2010,3.31793600854979
"South/Southeast Asia","Rice","Yield","SSP2","GLOBIOM",2010,3.31793600854979
"South/Southeast Asia","Rice","Yield","SSP2","IMAGE",2010,3.31793600854979
"South/Southeast Asia","Rice","Yield","SSP2","IMPACT",2010,3.31793600854979
"South/Southeast Asia","Rice","Yield","SSP2","MAgPIE",2010,3.31793600854979
"South/Southeast Asia","Wheat","Yield","SSP2","AIM/CGE",2010,2.88401903666667
"South/Southeast Asia","Wheat","Yield","SSP2","GCAM",2010,2.88401903666667
"South/Southeast Asia","Wheat","Yield","SSP2","GLOBIOM",2010,2.88401903666667
"South/Southeast Asia","Wheat","Yield","SSP2","IMAGE",2010,2.88401903666667
"South/Southeast Asia","Wheat","Yield","SSP2","IMPACT",2010,2.88401903666667
"South/Southeast Asia","Wheat","Yield","SSP2","MAgPIE",2010,2.88401903666667
"South/Southeast Asia","All cereals","Yield","SSP2","AIM/CGE",2010,2.65853994699134
"South/Southeast Asia","All cereals","Yield","SSP2","GCAM",2010,2.65853994699134
"South/Southeast Asia","All cereals","Yield","SSP2","GLOBIOM",2010,2.65853994699134
"South/Southeast Asia","All cereals","Yield","SSP2","IMAGE",2010,2.65853994699134
"South/Southeast Asia","All cereals","Yield","SSP2","IMPACT",2010,2.65853994699134
"South/Southeast Asia","All cereals","Yield","SSP2","MAgPIE",2010,2.65853994699134
"South/Southeast Asia","Coarse grains","Yield","SSP2","AIM/CGE",2020,1.90025363200264
"South/Southeast Asia","Coarse grains","Yield","SSP2","GCAM",2020,1.77878951477842
"South/Southeast Asia","Coarse grains","Yield","SSP2","GLOBIOM",2020,1.98956394362502
"South/Southeast Asia","Coarse grains","Yield","SSP2","IMAGE",2020,1.82311220477706
"South/Southeast Asia","Coarse grains","Yield","SSP2","IMPACT",2020,1.83408395635883
"South/Southeast Asia","Coarse grains","Yield","SSP2","MAgPIE",2020,1.76322834456674
"South/Southeast Asia","Rice","Yield","SSP2","AIM/CGE",2020,3.77561383046386
"South/Southeast Asia","Rice","Yield","SSP2","GCAM",2020,3.68273018290469
"South/Southeast Asia","Rice","Yield","SSP2","GLOBIOM",2020,3.94149028761002
"South/Southeast Asia","Rice","Yield","SSP2","IMAGE",2020,4.09147818533947
"South/Southeast Asia","Rice","Yield","SSP2","IMPACT",2020,3.71013201875956
"South/Southeast Asia","Rice","Yield","SSP2","MAgPIE",2020,3.95859349438235
"South/Southeast Asia","Wheat","Yield","SSP2","AIM/CGE",2020,3.21388044886562
"South/Southeast Asia","Wheat","Yield","SSP2","GCAM",2020,3.3070070121418
"South/Southeast Asia","Wheat","Yield","SSP2","GLOBIOM",2020,3.56436784782258
"South/Southeast Asia","Wheat","Yield","SSP2","IMAGE",2020,3.79122421099683
"South/Southeast Asia","Wheat","Yield","SSP2","IMPACT",2020,3.52723319627252
"South/Southeast Asia","Wheat","Yield","SSP2","MAgPIE",2020,3.28057111903899
"South/Southeast Asia","All cereals","Yield","SSP2","AIM/CGE",2020,3.0400669396805
"South/Southeast Asia","All cereals","Yield","SSP2","GCAM",2020,3.03510084889564
"South/Southeast Asia","All cereals","Yield","SSP2","GLOBIOM",2020,3.20092826719261
"South/Southeast Asia","All cereals","Yield","SSP2","IMAGE",2020,3.33436680965816
"South/Southeast Asia","All cereals","Yield","SSP2","IMPACT",2020,3.09896274693323
"South/Southeast Asia","All cereals","Yield","SSP2","MAgPIE",2020,2.98495893453967
"South/Southeast Asia","Coarse grains","Yield","SSP2","AIM/CGE",2030,2.2047159114792
"South/Southeast Asia","Coarse grains","Yield","SSP2","GCAM",2030,1.98297005231439
"South/Southeast Asia","Coarse grains","Yield","SSP2","GLOBIOM",2030,2.41614089807213
"South/Southeast Asia","Coarse grains","Yield","SSP2","IMAGE",2030,2.02991314813379
"South/Southeast Asia","Coarse grains","Yield","SSP2","IMPACT",2030,2.05890528406285
"South/Southeast Asia","Coarse grains","Yield","SSP2","MAgPIE",2030,2.10611937665863
"South/Southeast Asia","Rice","Yield","SSP2","AIM/CGE",2030,4.24999920077947
"South/Southeast Asia","Rice","Yield","SSP2","GCAM",2030,4.02814158064158
"South/Southeast Asia","Rice","Yield","SSP2","GLOBIOM",2030,4.50416500688035
"South/Southeast Asia","Rice","Yield","SSP2","IMAGE",2030,4.74727615706002
"South/Southeast Asia","Rice","Yield","SSP2","IMPACT",2030,4.03626027035855
"South/Southeast Asia","Rice","Yield","SSP2","MAgPIE",2030,4.8187861538828
"South/Southeast Asia","Wheat","Yield","SSP2","AIM/CGE",2030,3.57849170814366
"South/Southeast Asia","Wheat","Yield","SSP2","GCAM",2030,3.76609105850377
"South/Southeast Asia","Wheat","Yield","SSP2","GLOBIOM",2030,4.10409028808136
"South/Southeast Asia","Wheat","Yield","SSP2","IMAGE",2030,4.59054324870867
"South/Southeast Asia","Wheat","Yield","SSP2","IMPACT",2030,4.18734496232342
"South/Southeast Asia","Wheat","Yield","SSP2","MAgPIE",2030,3.86012229052283
"South/Southeast Asia","All cereals","Yield","SSP2","AIM/CGE",2030,3.42928713099239
"South/Southeast Asia","All cereals","Yield","SSP2","GCAM",2030,3.37586051046762
"South/Southeast Asia","All cereals","Yield","SSP2","GLOBIOM",2030,3.6512149919258
"South/Southeast Asia","All cereals","Yield","SSP2","IMAGE",2030,3.91197529013867
"South/Southeast Asia","All cereals","Yield","SSP2","IMPACT",2030,3.52559356637968
"South/Southeast Asia","All cereals","Yield","SSP2","MAgPIE",2030,3.50366273777475
"South/Southeast Asia","Coarse grains","Yield","SSP2","AIM/CGE",2040,2.50779831421242
"South/Southeast Asia","Coarse grains","Yield","SSP2","GCAM",2040,2.22598798969059
"South/Southeast Asia","Coarse grains","Yield","SSP2","GLOBIOM",2040,2.79644892359773
"South/Southeast Asia","Coarse grains","Yield","SSP2","IMAGE",2040,2.11775542291564
"South/Southeast Asia","Coarse grains","Yield","SSP2","IMPACT",2040,2.236403163957
"South/Southeast Asia","Coarse grains","Yield","SSP2","MAgPIE",2040,2.34001564263405
"South/Southeast Asia","Rice","Yield","SSP2","AIM/CGE",2040,4.73547907391138
"South/Southeast Asia","Rice","Yield","SSP2","GCAM",2040,4.17771858421103
"South/Southeast Asia","Rice","Yield","SSP2","GLOBIOM",2040,4.9727531337481
"South/Southeast Asia","Rice","Yield","SSP2","IMAGE",2040,4.86826978048931
"South/Southeast Asia","Rice","Yield","SSP2","IMPACT",2040,4.06528481889346
"South/Southeast Asia","Rice","Yield","SSP2","MAgPIE",2040,5.65564954779358
"South/Southeast Asia","Wheat","Yield","SSP2","AIM/CGE",2040,3.94384025229113
"South/Southeast Asia","Wheat","Yield","SSP2","GCAM",2040,4.01510312173501
"South/Southeast Asia","Wheat","Yield","SSP2","GLOBIOM",2040,4.46469087043767
"South/Southeast Asia","Wheat","Yield","SSP2","IMAGE",2040,4.95773346877768
"South/Southeast Asia","Wheat","Yield","SSP2","IMPACT",2040,4.69881208914143
"South/Southeast Asia","Wheat","Yield","SSP2","MAgPIE",2040,3.78512737509857
"South/Southeast Asia","All cereals","Yield","SSP2","AIM/CGE",2040,3.82322272626328
"South/Southeast Asia","All cereals","Yield","SSP2","GCAM",2040,3.54347023481127
"South/Southeast Asia","All cereals","Yield","SSP2","GLOBIOM",2040,3.98981260320737
"South/Southeast Asia","All cereals","Yield","SSP2","IMAGE",2040,4.10038586378393
"South/Southeast Asia","All cereals","Yield","SSP2","IMPACT",2040,3.77833837294821
"South/Southeast Asia","All cereals","Yield","SSP2","MAgPIE",2040,3.77507352714127
"South/Southeast Asia","Coarse grains","Yield","SSP2","AIM/CGE",2050,2.84905440812313
"South/Southeast Asia","Coarse grains","Yield","SSP2","GCAM",2050,2.45897540975605
"South/Southeast Asia","Coarse grains","Yield","SSP2","GLOBIOM",2050,3.13500206204782
"South/Southeast Asia","Coarse grains","Yield","SSP2","IMAGE",2050,2.20632265701423
"South/Southeast Asia","Coarse grains","Yield","SSP2","IMPACT",2050,2.42021273914359
"South/Southeast Asia","Coarse grains","Yield","SSP2","MAgPIE",2050,2.51935213632264
"South/Southeast Asia","Rice","Yield","SSP2","AIM/CGE",2050,5.11293970928834
"South/Southeast Asia","Rice","Yield","SSP2","GCAM",2050,4.32679954512087
"South/Southeast Asia","Rice","Yield","SSP2","GLOBIOM",2050,5.37308236024535
"South/Southeast Asia","Rice","Yield","SSP2","IMAGE",2050,4.97784141574908
"South/Southeast Asia","Rice","Yield","SSP2","IMPACT",2050,4.01095496811969
"South/Southeast Asia","Rice","Yield","SSP2","MAgPIE",2050,6.12073749384037
"South/Southeast Asia","Wheat","Yield","SSP2","AIM/CGE",2050,4.3472365487291
"South/Southeast Asia","Wheat","Yield","SSP2","GCAM",2050,4.26402496397762
"South/Southeast Asia","Wheat","Yield","SSP2","GLOBIOM",2050,4.84571762957233
"South/Southeast Asia","Wheat","Yield","SSP2","IMAGE",2050,5.32149194325501
"South/Southeast Asia","Wheat","Yield","SSP2","IMPACT",2050,5.17846179249399
"South/Southeast Asia","Wheat","Yield","SSP2","MAgPIE",2050,4.21192302257257
"South/Southeast Asia","All cereals","Yield","SSP2","AIM/CGE",2050,4.20083551245471
"South/Southeast Asia","All cereals","Yield","SSP2","GCAM",2050,3.7199251123623
"South/Southeast Asia","All cereals","Yield","SSP2","GLOBIOM",2050,4.27035543400604
"South/Southeast Asia","All cereals","Yield","SSP2","IMAGE",2050,4.28202975749139
"South/Southeast Asia","All cereals","Yield","SSP2","IMPACT",2050,4.00316547335595
"South/Southeast Asia","All cereals","Yield","SSP2","MAgPIE",2050,4.03208973338356
"South/Southeast Asia","Coarse grains","Yield","SSP2_m","AIM/CGE",2010,1.57540060425441
"South/Southeast Asia","Coarse grains","Yield","SSP2_m","GCAM",2010,1.57540060425441
"South/Southeast Asia","Coarse grains","Yield","SSP2_m","GLOBIOM",2010,1.57540060425441
"South/Southeast Asia","Coarse grains","Yield","SSP2_m","IMAGE",2010,1.57540060425441
"South/Southeast Asia","Coarse grains","Yield","SSP2_m","IMPACT",2010,1.57540060425441
"South/Southeast Asia","Coarse grains","Yield","SSP2_m","MAgPIE",2010,1.57540060425441
"South/Southeast Asia","Rice","Yield","SSP2_m","AIM/CGE",2010,3.31793600854979
"South/Southeast Asia","Rice","Yield","SSP2_m","GCAM",2010,3.31793600854979
"South/Southeast Asia","Rice","Yield","SSP2_m","GLOBIOM",2010,3.31793600854979
"South/Southeast Asia","Rice","Yield","SSP2_m","IMAGE",2010,3.31793600854979
"South/Southeast Asia","Rice","Yield","SSP2_m","IMPACT",2010,3.31793600854979
"South/Southeast Asia","Rice","Yield","SSP2_m","MAgPIE",2010,3.31793600854979
"South/Southeast Asia","Wheat","Yield","SSP2_m","AIM/CGE",2010,2.88401903666667
"South/Southeast Asia","Wheat","Yield","SSP2_m","GCAM",2010,2.88401903666667
"South/Southeast Asia","Wheat","Yield","SSP2_m","GLOBIOM",2010,2.88401903666667
"South/Southeast Asia","Wheat","Yield","SSP2_m","IMAGE",2010,2.88401903666667
"South/Southeast Asia","Wheat","Yield","SSP2_m","IMPACT",2010,2.88401903666667
